0.5576 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
48.9903 	EXP 	txtList: autoDraw = True
50.4916 	EXP 	txtList: autoDraw = False
52.4933 	EXP 	txtProbe: autoDraw = True
53.2666 	DATA 	Keypress: left
53.2768 	EXP 	txtList: autoDraw = False
53.2768 	EXP 	txtProbe: autoDraw = False
53.3645 	EXP 	New trial (rep=1, index=0): {'length': 1, 'present': 0}
53.3838 	EXP 	txtList: text = array([4])
53.3838 	EXP 	txtProbe: text = 6
53.8778 	EXP 	txtList: autoDraw = True
55.3788 	EXP 	txtList: autoDraw = False
57.3640 	EXP 	txtProbe: autoDraw = True
58.1192 	DATA 	Keypress: right
58.1478 	EXP 	txtList: autoDraw = False
58.1478 	EXP 	txtProbe: autoDraw = False
58.2332 	EXP 	New trial (rep=1, index=1): {'length': 7, 'present': 1}
58.2478 	EXP 	txtList: text = <class 'numpy.ndarray'>
58.2478 	EXP 	txtProbe: text = 7
58.7319 	EXP 	txtList: autoDraw = True
60.2330 	EXP 	txtList: autoDraw = False
62.2344 	EXP 	txtProbe: autoDraw = True
62.9989 	DATA 	Keypress: left
63.0030 	EXP 	txtList: autoDraw = False
63.0030 	EXP 	txtProbe: autoDraw = False
63.0891 	EXP 	New trial (rep=1, index=2): {'length': 3, 'present': 0}
63.1093 	EXP 	txtList: text = <class 'numpy.ndarray'>
63.1093 	EXP 	txtProbe: text = 9
63.6023 	EXP 	txtList: autoDraw = True
65.1038 	EXP 	txtList: autoDraw = False
67.0888 	EXP 	txtProbe: autoDraw = True
68.2009 	DATA 	Keypress: right
68.2067 	EXP 	txtList: autoDraw = False
68.2067 	EXP 	txtProbe: autoDraw = False
68.2915 	EXP 	New trial (rep=1, index=3): {'length': 7, 'present': 0}
68.3059 	EXP 	txtList: text = <class 'numpy.ndarray'>
68.3059 	EXP 	txtProbe: text = 9
68.7901 	EXP 	txtList: autoDraw = True
70.2911 	EXP 	txtList: autoDraw = False
72.2928 	EXP 	txtProbe: autoDraw = True
73.2159 	DATA 	Keypress: right
73.2266 	EXP 	txtList: autoDraw = False
73.2266 	EXP 	txtProbe: autoDraw = False
73.2955 	EXP 	New trial (rep=1, index=4): {'length': 1, 'present': 1}
73.3100 	EXP 	txtList: text = array([8])
73.3100 	EXP 	txtProbe: text = 8
73.7939 	EXP 	txtList: autoDraw = True
75.2954 	EXP 	txtList: autoDraw = False
77.2969 	EXP 	txtProbe: autoDraw = True
77.9356 	DATA 	Keypress: left
77.9641 	EXP 	txtList: autoDraw = False
77.9641 	EXP 	txtProbe: autoDraw = False
78.0497 	EXP 	New trial (rep=1, index=5): {'length': 5, 'present': 0}
78.0642 	EXP 	txtList: text = <class 'numpy.ndarray'>
78.0642 	EXP 	txtProbe: text = 0
78.5481 	EXP 	txtList: autoDraw = True
80.0494 	EXP 	txtList: autoDraw = False
82.0511 	EXP 	txtProbe: autoDraw = True
83.0077 	DATA 	Keypress: right
83.0185 	EXP 	txtList: autoDraw = False
83.0185 	EXP 	txtProbe: autoDraw = False
83.1066 	EXP 	New trial (rep=1, index=6): {'length': 5, 'present': 1}
83.1183 	EXP 	txtList: text = <class 'numpy.ndarray'>
83.1183 	EXP 	txtProbe: text = 8
83.6026 	EXP 	txtList: autoDraw = True
85.1034 	EXP 	txtList: autoDraw = False
87.1054 	EXP 	txtProbe: autoDraw = True
87.9018 	DATA 	Keypress: left
87.9223 	EXP 	txtList: autoDraw = False
87.9223 	EXP 	txtProbe: autoDraw = False
88.0096 	EXP 	New trial (rep=1, index=7): {'length': 3, 'present': 1}
88.0317 	EXP 	txtList: text = <class 'numpy.ndarray'>
88.0317 	EXP 	txtProbe: text = 3
88.5228 	EXP 	txtList: autoDraw = True
90.0240 	EXP 	txtList: autoDraw = False
92.0255 	EXP 	txtProbe: autoDraw = True
92.7159 	DATA 	Keypress: left
92.7263 	EXP 	txtList: autoDraw = False
92.7263 	EXP 	txtProbe: autoDraw = False
92.8116 	EXP 	New trial (rep=2, index=0): {'length': 3, 'present': 1}
92.8263 	EXP 	txtList: text = <class 'numpy.ndarray'>
92.8263 	EXP 	txtProbe: text = 4
93.3101 	EXP 	txtList: autoDraw = True
94.8113 	EXP 	txtList: autoDraw = False
96.8131 	EXP 	txtProbe: autoDraw = True
97.3026 	DATA 	Keypress: left
97.3135 	EXP 	txtList: autoDraw = False
97.3135 	EXP 	txtProbe: autoDraw = False
97.4006 	EXP 	New trial (rep=2, index=1): {'length': 1, 'present': 1}
97.4199 	EXP 	txtList: text = array([8])
97.4199 	EXP 	txtProbe: text = 8
97.8971 	EXP 	txtList: autoDraw = True
99.3986 	EXP 	txtList: autoDraw = False
101.4002 	EXP 	txtProbe: autoDraw = True
101.9090 	DATA 	Keypress: left
101.9341 	EXP 	txtList: autoDraw = False
101.9341 	EXP 	txtProbe: autoDraw = False
102.0189 	EXP 	New trial (rep=2, index=2): {'length': 7, 'present': 1}
102.0339 	EXP 	txtList: text = <class 'numpy.ndarray'>
102.0339 	EXP 	txtProbe: text = 4
102.5179 	EXP 	txtList: autoDraw = True
104.0189 	EXP 	txtList: autoDraw = False
106.0206 	EXP 	txtProbe: autoDraw = True
106.6598 	DATA 	Keypress: left
106.6710 	EXP 	txtList: autoDraw = False
106.6710 	EXP 	txtProbe: autoDraw = False
106.7561 	EXP 	New trial (rep=2, index=3): {'length': 5, 'present': 0}
106.7712 	EXP 	txtList: text = <class 'numpy.ndarray'>
106.7712 	EXP 	txtProbe: text = 5
107.2550 	EXP 	txtList: autoDraw = True
108.7558 	EXP 	txtList: autoDraw = False
110.7578 	EXP 	txtProbe: autoDraw = True
111.4147 	DATA 	Keypress: right
111.4249 	EXP 	txtList: autoDraw = False
111.4249 	EXP 	txtProbe: autoDraw = False
111.5103 	EXP 	New trial (rep=2, index=4): {'length': 5, 'present': 1}
111.5251 	EXP 	txtList: text = <class 'numpy.ndarray'>
111.5251 	EXP 	txtProbe: text = 9
112.0090 	EXP 	txtList: autoDraw = True
113.5101 	EXP 	txtList: autoDraw = False
115.5117 	EXP 	txtProbe: autoDraw = True
116.4024 	DATA 	Keypress: left
116.4123 	EXP 	txtList: autoDraw = False
116.4123 	EXP 	txtProbe: autoDraw = False
116.4981 	EXP 	New trial (rep=2, index=5): {'length': 3, 'present': 0}
116.5125 	EXP 	txtList: text = <class 'numpy.ndarray'>
116.5125 	EXP 	txtProbe: text = 9
116.9964 	EXP 	txtList: autoDraw = True
118.4977 	EXP 	txtList: autoDraw = False
120.4992 	EXP 	txtProbe: autoDraw = True
121.0557 	DATA 	Keypress: right
121.0664 	EXP 	txtList: autoDraw = False
121.0664 	EXP 	txtProbe: autoDraw = False
121.1519 	EXP 	New trial (rep=2, index=6): {'length': 7, 'present': 0}
121.1665 	EXP 	txtList: text = <class 'numpy.ndarray'>
121.1665 	EXP 	txtProbe: text = 2
121.6505 	EXP 	txtList: autoDraw = True
123.1512 	EXP 	txtList: autoDraw = False
125.1534 	EXP 	txtProbe: autoDraw = True
125.9797 	DATA 	Keypress: right
126.0040 	EXP 	txtList: autoDraw = False
126.0040 	EXP 	txtProbe: autoDraw = False
126.0917 	EXP 	New trial (rep=2, index=7): {'length': 1, 'present': 0}
126.1122 	EXP 	txtList: text = array([5])
126.1122 	EXP 	txtProbe: text = 9
126.6045 	EXP 	txtList: autoDraw = True
128.1055 	EXP 	txtList: autoDraw = False
130.1074 	EXP 	txtProbe: autoDraw = True
130.6298 	DATA 	Keypress: right
130.6411 	EXP 	txtList: autoDraw = False
130.6411 	EXP 	txtProbe: autoDraw = False
130.7257 	EXP 	New trial (rep=3, index=0): {'length': 1, 'present': 0}
130.7409 	EXP 	txtList: text = array([3])
130.7409 	EXP 	txtProbe: text = 8
131.2246 	EXP 	txtList: autoDraw = True
132.7258 	EXP 	txtList: autoDraw = False
134.7276 	EXP 	txtProbe: autoDraw = True
135.2340 	DATA 	Keypress: right
135.2448 	EXP 	txtList: autoDraw = False
135.2448 	EXP 	txtProbe: autoDraw = False
135.3323 	EXP 	New trial (rep=3, index=1): {'length': 7, 'present': 1}
135.3447 	EXP 	txtList: text = <class 'numpy.ndarray'>
135.3447 	EXP 	txtProbe: text = 9
135.8454 	EXP 	txtList: autoDraw = True
137.3464 	EXP 	txtList: autoDraw = False
139.3314 	EXP 	txtProbe: autoDraw = True
140.0071 	DATA 	Keypress: left
140.0320 	EXP 	txtList: autoDraw = False
140.0320 	EXP 	txtProbe: autoDraw = False
140.1203 	EXP 	New trial (rep=3, index=2): {'length': 3, 'present': 1}
140.1411 	EXP 	txtList: text = <class 'numpy.ndarray'>
140.1411 	EXP 	txtProbe: text = 7
140.6326 	EXP 	txtList: autoDraw = True
142.1339 	EXP 	txtList: autoDraw = False
144.1353 	EXP 	txtProbe: autoDraw = True
144.7255 	DATA 	Keypress: left
144.7361 	EXP 	txtList: autoDraw = False
144.7361 	EXP 	txtProbe: autoDraw = False
144.8207 	EXP 	New trial (rep=3, index=3): {'length': 1, 'present': 1}
144.8358 	EXP 	txtList: text = array([7])
144.8358 	EXP 	txtProbe: text = 7
145.3200 	EXP 	txtList: autoDraw = True
146.8208 	EXP 	txtList: autoDraw = False
148.8227 	EXP 	txtProbe: autoDraw = True
149.3293 	DATA 	Keypress: left
149.3395 	EXP 	txtList: autoDraw = False
149.3395 	EXP 	txtProbe: autoDraw = False
149.4251 	EXP 	New trial (rep=3, index=4): {'length': 7, 'present': 0}
149.4395 	EXP 	txtList: text = <class 'numpy.ndarray'>
149.4395 	EXP 	txtProbe: text = 1
149.9237 	EXP 	txtList: autoDraw = True
151.4246 	EXP 	txtList: autoDraw = False
153.4263 	EXP 	txtProbe: autoDraw = True
154.0910 	DATA 	Keypress: right
154.0949 	EXP 	txtList: autoDraw = False
154.0949 	EXP 	txtProbe: autoDraw = False
154.1784 	EXP 	New trial (rep=3, index=5): {'length': 3, 'present': 0}
154.1935 	EXP 	txtList: text = <class 'numpy.ndarray'>
154.1935 	EXP 	txtProbe: text = 0
154.6775 	EXP 	txtList: autoDraw = True
156.1785 	EXP 	txtList: autoDraw = False
158.1806 	EXP 	txtProbe: autoDraw = True
158.8179 	DATA 	Keypress: right
158.8478 	EXP 	txtList: autoDraw = False
158.8478 	EXP 	txtProbe: autoDraw = False
158.9329 	EXP 	New trial (rep=3, index=6): {'length': 5, 'present': 0}
158.9474 	EXP 	txtList: text = <class 'numpy.ndarray'>
158.9474 	EXP 	txtProbe: text = 6
159.4315 	EXP 	txtList: autoDraw = True
160.9328 	EXP 	txtList: autoDraw = False
162.9344 	EXP 	txtProbe: autoDraw = True
163.5407 	DATA 	Keypress: right
163.5513 	EXP 	txtList: autoDraw = False
163.5513 	EXP 	txtProbe: autoDraw = False
163.6369 	EXP 	New trial (rep=3, index=7): {'length': 5, 'present': 1}
163.6512 	EXP 	txtList: text = <class 'numpy.ndarray'>
163.6512 	EXP 	txtProbe: text = 8
164.1353 	EXP 	txtList: autoDraw = True
165.6366 	EXP 	txtList: autoDraw = False
167.6381 	EXP 	txtProbe: autoDraw = True
168.4451 	DATA 	Keypress: left
168.4552 	EXP 	txtList: autoDraw = False
168.4552 	EXP 	txtProbe: autoDraw = False
168.5239 	EXP 	New trial (rep=4, index=0): {'length': 1, 'present': 1}
168.5388 	EXP 	txtList: text = array([1])
168.5388 	EXP 	txtProbe: text = 1
169.0229 	EXP 	txtList: autoDraw = True
170.5238 	EXP 	txtList: autoDraw = False
172.5254 	EXP 	txtProbe: autoDraw = True
173.0311 	DATA 	Keypress: left
173.0424 	EXP 	txtList: autoDraw = False
173.0424 	EXP 	txtProbe: autoDraw = False
173.1284 	EXP 	New trial (rep=4, index=1): {'length': 7, 'present': 0}
173.1426 	EXP 	txtList: text = <class 'numpy.ndarray'>
173.1426 	EXP 	txtProbe: text = 0
173.6265 	EXP 	txtList: autoDraw = True
175.1275 	EXP 	txtList: autoDraw = False
177.1292 	EXP 	txtProbe: autoDraw = True
177.8188 	DATA 	Keypress: right
177.8299 	EXP 	txtList: autoDraw = False
177.8299 	EXP 	txtProbe: autoDraw = False
177.9148 	EXP 	New trial (rep=4, index=2): {'length': 5, 'present': 1}
177.9297 	EXP 	txtList: text = <class 'numpy.ndarray'>
177.9297 	EXP 	txtProbe: text = 0
178.4137 	EXP 	txtList: autoDraw = True
179.9149 	EXP 	txtList: autoDraw = False
181.9167 	EXP 	txtProbe: autoDraw = True
182.7732 	DATA 	Keypress: left
182.7840 	EXP 	txtList: autoDraw = False
182.7840 	EXP 	txtProbe: autoDraw = False
182.8688 	EXP 	New trial (rep=4, index=3): {'length': 7, 'present': 1}
182.8840 	EXP 	txtList: text = <class 'numpy.ndarray'>
182.8840 	EXP 	txtProbe: text = 2
183.3678 	EXP 	txtList: autoDraw = True
184.8693 	EXP 	txtList: autoDraw = False
186.8706 	EXP 	txtProbe: autoDraw = True
187.8447 	DATA 	Keypress: right
187.8549 	EXP 	txtList: autoDraw = False
187.8549 	EXP 	txtProbe: autoDraw = False
187.9399 	EXP 	New trial (rep=4, index=4): {'length': 3, 'present': 0}
187.9548 	EXP 	txtList: text = <class 'numpy.ndarray'>
187.9548 	EXP 	txtProbe: text = 3
188.4387 	EXP 	txtList: autoDraw = True
189.9397 	EXP 	txtList: autoDraw = False
191.9414 	EXP 	txtProbe: autoDraw = True
192.5637 	DATA 	Keypress: right
192.5933 	EXP 	txtList: autoDraw = False
192.5933 	EXP 	txtProbe: autoDraw = False
192.6778 	EXP 	New trial (rep=4, index=5): {'length': 3, 'present': 1}
192.6920 	EXP 	txtList: text = <class 'numpy.ndarray'>
192.6920 	EXP 	txtProbe: text = 6
193.1759 	EXP 	txtList: autoDraw = True
194.6772 	EXP 	txtList: autoDraw = False
196.6786 	EXP 	txtProbe: autoDraw = True
197.1679 	DATA 	Keypress: left
197.1790 	EXP 	txtList: autoDraw = False
197.1790 	EXP 	txtProbe: autoDraw = False
197.2640 	EXP 	New trial (rep=4, index=6): {'length': 1, 'present': 0}
197.2790 	EXP 	txtList: text = array([6])
197.2790 	EXP 	txtProbe: text = 2
197.7630 	EXP 	txtList: autoDraw = True
199.2642 	EXP 	txtList: autoDraw = False
201.2661 	EXP 	txtProbe: autoDraw = True
201.6754 	DATA 	Keypress: right
201.6996 	EXP 	txtList: autoDraw = False
201.6996 	EXP 	txtProbe: autoDraw = False
201.7869 	EXP 	New trial (rep=4, index=7): {'length': 5, 'present': 0}
201.8131 	EXP 	txtList: text = <class 'numpy.ndarray'>
201.8131 	EXP 	txtProbe: text = 1
202.3002 	EXP 	txtList: autoDraw = True
203.8013 	EXP 	txtList: autoDraw = False
205.8028 	EXP 	txtProbe: autoDraw = True
206.4263 	DATA 	Keypress: right
206.4368 	EXP 	txtList: autoDraw = False
206.4368 	EXP 	txtProbe: autoDraw = False
206.5075 	EXP 	New trial (rep=5, index=0): {'length': 3, 'present': 0}
206.5287 	EXP 	txtList: text = <class 'numpy.ndarray'>
206.5287 	EXP 	txtProbe: text = 4
207.0210 	EXP 	txtList: autoDraw = True
208.5218 	EXP 	txtList: autoDraw = False
210.5235 	EXP 	txtProbe: autoDraw = True
210.9977 	DATA 	Keypress: right
211.0072 	EXP 	txtList: autoDraw = False
211.0072 	EXP 	txtProbe: autoDraw = False
211.0943 	EXP 	New trial (rep=5, index=1): {'length': 3, 'present': 1}
211.1194 	EXP 	txtList: text = <class 'numpy.ndarray'>
211.1194 	EXP 	txtProbe: text = 1
211.6077 	EXP 	txtList: autoDraw = True
213.1089 	EXP 	txtList: autoDraw = False
215.1105 	EXP 	txtProbe: autoDraw = True
215.8006 	DATA 	Keypress: left
215.8279 	EXP 	txtList: autoDraw = False
215.8279 	EXP 	txtProbe: autoDraw = False
215.9125 	EXP 	New trial (rep=5, index=2): {'length': 7, 'present': 1}
215.9277 	EXP 	txtList: text = <class 'numpy.ndarray'>
215.9277 	EXP 	txtProbe: text = 3
216.4119 	EXP 	txtList: autoDraw = True
217.9128 	EXP 	txtList: autoDraw = False
219.9148 	EXP 	txtProbe: autoDraw = True
220.5246 	DATA 	Keypress: right
220.5484 	EXP 	txtList: autoDraw = False
220.5484 	EXP 	txtProbe: autoDraw = False
220.6340 	EXP 	New trial (rep=5, index=3): {'length': 5, 'present': 0}
220.6484 	EXP 	txtList: text = <class 'numpy.ndarray'>
220.6484 	EXP 	txtProbe: text = 0
221.1323 	EXP 	txtList: autoDraw = True
222.6333 	EXP 	txtList: autoDraw = False
224.6351 	EXP 	txtProbe: autoDraw = True
225.7402 	DATA 	Keypress: right
225.7695 	EXP 	txtList: autoDraw = False
225.7695 	EXP 	txtProbe: autoDraw = False
225.8548 	EXP 	New trial (rep=5, index=4): {'length': 1, 'present': 0}
225.8693 	EXP 	txtList: text = array([6])
225.8693 	EXP 	txtProbe: text = 8
226.3533 	EXP 	txtList: autoDraw = True
227.8545 	EXP 	txtList: autoDraw = False
229.8559 	EXP 	txtProbe: autoDraw = True
230.2461 	DATA 	Keypress: right
230.2567 	EXP 	txtList: autoDraw = False
230.2567 	EXP 	txtProbe: autoDraw = False
230.3439 	EXP 	New trial (rep=5, index=5): {'length': 7, 'present': 0}
230.3702 	EXP 	txtList: text = <class 'numpy.ndarray'>
230.3702 	EXP 	txtProbe: text = 4
230.8570 	EXP 	txtList: autoDraw = True
232.3581 	EXP 	txtList: autoDraw = False
234.3598 	EXP 	txtProbe: autoDraw = True
235.1832 	DATA 	Keypress: right
235.1937 	EXP 	txtList: autoDraw = False
235.1937 	EXP 	txtProbe: autoDraw = False
235.2798 	EXP 	New trial (rep=5, index=6): {'length': 1, 'present': 1}
235.2938 	EXP 	txtList: text = array([6])
